file_name,text,url
find-iban-bic.txt,"  Find your IBAN and BIC  IBAN is your International Bank Account Number. BIC is the Bank Identifier Code (also known as a SWIFT code).  You need these to receive payments from some countries. They're used instead of your account number and sort code.  If you're paying a person or company in the EU or EEA, or certain other countries, you'll need their IBAN and BIC.  https://www.lloydsbank.com/business/help-and-support/account-management/find-iban-bic.html  Find your IBAN and BIC  IBAN is your International Bank Account Number. BIC is the Bank Identifier Code (also known as a SWIFT code).  You need these to receive payments from some countries. They're used instead of your account number and sort code.  If you're paying a person or company in the EU or EEA, or certain other countries, you'll need their IBAN and BIC.  https://www.lloydsbank.com/business/help-and-support/account-management/find-iban-bic.html?WT.ac=Lloyds-help_and_support-make_an_international_payment-inline_link-find_your_iban_or_bic  Find your IBAN and BIC  IBAN is your International Bank Account Number. BIC is the Bank Identifier Code (also known as a SWIFT code).  You need these to receive payments from some countries. They're used instead of your account number and sort code.  If you're paying a person or company in the EU or EEA, or certain other countries, you'll need their IBAN and BIC.  ",https://www.lloydsbank.com/business/help-and-support/account-management/find-iban-bic.html?WT.ac=lloyds-bb-help_support-category-acctdetails-text-find_BIC_and_IBAN
cbo-system-compatibility.txt,"       Software you should use with Commercial Banking Online              Please check the version of the operating system and internet browser that you use.  We’ve listed the most compatible versions below.  Software providers regularly update theses with new features and security fixes.  They also stop supporting older versions over time.       If you don't update to newer versions, some features may not work properly and you could put your security at risk.   Only use 'official' versions of operating systems and browsers. These are versions issued by software providers to the public at large. We may not be able to help if you’re having issues with beta or open-source versions.                           Software you should use     Operating systems   Windows 10 or later.  Mac OS v11 or later.   Compatible internet browsers   Microsoft Edge 88 or later.  Google Chrome 88 or later  Firefox 85 or later  Safari 14 or later.   Optimal Best screen resolution  1400 x 900 or higher.                       Still need help?                                 Still need help? expandable section                   By phone     Call us on  0808 202 1390 .  Lines are open 8am to 6pm Monday to Friday.  Please have your Telephony PIN with you when you call so we can identity you.                         Was this helpful?         Yes      No              No  ",https://www.lloydsbank.com/business/help-and-support/online-banking/cbo-system-compatibility.html
transaction-not-recognised.txt,"  Find out more about a transaction         If you don’t recognise a transaction there could be a few reasons.  Here’s a few things to help you.                     Find more information in Online for Business     To see more detail about the transaction:   Log on to  Online for Business  Select ‘view statement’ on the account the transaction is from  Click or tap on the transaction.  You’ll see details including date, time, name and location of the business.   If the transaction is showing in ‘view pending transactions’, the name of the business may be different from the actual name that will show on your full statement.                              Find more information in Commercial Banking Online     There are many ways to find transaction information in Commercial Banking Online.  One way is through the Bank Account Summary. To get there select ‘Bank Account Summary’ from the Manage Payments menu.  To see more information select ‘View details’ in the ‘Additional information’ column.  For more help, look for help icon at the top of the page when you’re  logged on .                       Check the name of the business or retailer     Sometimes the name of the business may be different to what they’re commonly known as.  We’ve put together a list of common business or retailer names.     Check names                      Check the type of transaction     The codes on your statement will help you understand what type of payment it was.  Common transaction types are:   BP  is a Bill Payment  DEB  is a debit card payment  DD  is a Direct Debit  FPO  is a Faster Payment Outbound.      All payment codes                      Check if it’s a subscription     Sometimes a subscription fee may be charged even if you weren’t expecting it.  In many cases subscriptions are set up on your debit or credit card. You will have given a company permission to take a regular payment from your card.  To cancel a subscription it’s best to speak to the business you set it up with first.                        Still need help?                                  expandable section            To get you to the right place, we just need to check a few details.  Other ways to get in touch                          Was this helpful?         Yes      No                   No  ",https://www.lloydsbank.com/business/help-and-support/account-management/transaction-not-recognised.html?WT.ac=lloyds-help_support-acctmgmt-category-statements-text-i-don%E2%80%99t-recognise-a-transaction
ob-card-reader-not-working.txt,"       My Online for Business card reader isn’t working       There are two reasons why your card reader might not be working.    Your card reader is locked.  The batteries need replacing.    If you have a 'Battery Low' warning message on the card reader display the batteries will need replacing.   This can be done easily. You’ll need 4 x LR44 1.5v batteries and a small screwdriver. Remove the screw at the back of the reader and replace the batteries. Your card reader will then be ready to use.                          Need to use the card reader right now?     Any other UK bank card reader should work with your card in the same way. The card reader holds no personal information about you, so if a colleague has one you should be able to use theirs. As long as you have your unique card and PIN, you will still be able to generate passcodes  You can order an additional card reader for Online for Business. There may be a charge for this.  Find out more about your card reader(PDF) .                              Online     How to unlock your card reader   Go to the  Online for Business logon page  Select ‘Having trouble with your card reader?’ link  Follow the steps and make a note of the reference number provided  Call the Online for Business Helpdesk on 0345 300 0116. Once you’ve been verified the Helpdesk will unlock your card reader.                               By Branch     You can unlock your card reader at any branch. You'll be taken through some security questions so that we can verify your identity.  Find a branch                  Frequently asked questions           Why is my new authentication card not working?                                  expandable section            You may need to  complete some extra steps  before you can use your new Authentication card.                                 Still need help?                                  expandable section                        By Phone     If you’re still having problems, please call the Internet Banking Helpdesk on  0345 300 0116 .  Lines are open 7am to 10pm Mon - Fri and 8am - 6pm Sat and Sun.                              Was this helpful?           Yes      No              No  ",https://www.lloydsbank.com/business/help-and-support/online-banking/ob-card-reader-not-working.html?WT.ac=lloyds-bb-help_support-category-gotprob-text-O4B_card_reader_isnt_working
cbo-account-suspended.txt,"       My Commercial Banking Online access has been suspended              If your access has been suspended, find out how to get reactivated.                          I am a user     If you’ve tried to log in and seen a message saying your access has been suspended, you’ll need to speak to your administrator.  They can check why this has happened and take actions to reactivate you.                              I am an administrator     If you’ve tried to log in and seen message saying your access has been suspended, you’ll need to call the Commercial Banking Online Helpdesk on  0808 202 1390  to get reactivated.  How to reactivate a suspended user  You can reactivate a user's account if it has the status 'Suspended'. You'll need your security card and card reader to hand.   Log in to  Commercial Banking Online .  Click 'Administration'. This will take you to the administration homepage. Find the user you want to reactivate. To see more details about the account, click on the user row.  Click the arrow next to the user in the 'Actions' column and select 'Reactivate user’.  Click 'Reactivate user' to confirm the action.  Next we'll do a quick security check. You'll need your security card and card reader. Follow the steps on screen to complete the process.  The request will now be ready for approval.  Once approved the user will be able to access Commercial Banking Online straight away.                        Still need help?                                 Still need help? expandable section                        By phone     Call us on  0808 202 1390 .  Lines are open 8am to 6pm Monday to Friday.  Please have your Telephony PIN with you when you call so we can identity you.                              Was this helpful?           Yes      No              No  ",https://www.lloydsbank.com/business/help-and-support/online-banking/cbo-account-suspended.html?WT.ac=Lloyds-help_and_support-online_banking-button_text-my_commercial_banking_online_access_is_suspended
order-a-new-debit-card-pin.txt,"       I’ve forgotten my business card PIN    Here’s what to do if you’ve forgotten your business debit card or credit card PIN.  Get help with your security card PIN              Debit Cards                          View your PIN in the app – Apple devices only     To view your debit card PIN in the business mobile app:   Go to ‘More’ at the bottom.  Select ‘View PIN’.  Choose your card, then follow the steps on-screen.   At the moment, this is for Apple users only.      Download the app                      Order a new PIN     If you can’t view your PIN in the app, we’ll send you a new one in the post.   To order a new PIN in the mobile app:   Go to ‘Support’ at the bottom.  Select ‘ Message us’.  Ask the assistant to ‘Order a new PIN’.   Or speak to us:  Call us on  0345 072 5555  ( +44 1733 347 338  from outside the UK).  We’re open Monday to Friday 8am-5pm (except bank holidays), Saturday 9am-2pm.                  Credit and charge cards                   Order a new PIN     Order a new PIN   We’ll need to send you a new PIN in the post. To order one, call us on  0345 602 2042 .    We’re open Monday to Friday 9am-5pm (except bank holidays).                  Was this helpful?         Yes      No              No  https://www.lloydsbank.com/business/help-and-support/cards/order-a-new-debit-card-pin.html       I’ve forgotten my business card PIN    Here’s what to do if you’ve forgotten your business debit card or credit card PIN.  Get help with your security card PIN              Debit Cards                          View your PIN in the app – Apple devices only     To view your debit card PIN in the business mobile app:   Go to ‘More’ at the bottom.  Select ‘View PIN’.  Choose your card, then follow the steps on-screen.   At the moment, this is for Apple users only.      Download the app                      Order a new PIN     If you can’t view your PIN in the app, we’ll send you a new one in the post.   To order a new PIN in the mobile app:   Go to ‘Support’ at the bottom.  Select ‘ Message us’.  Ask the assistant to ‘Order a new PIN’.   Or speak to us:  Call us on  0345 072 5555  ( +44 1733 347 338  from outside the UK).  We’re open Monday to Friday 8am-5pm (except bank holidays), Saturday 9am-2pm.                  Credit and charge cards                   Order a new PIN     Order a new PIN   We’ll need to send you a new PIN in the post. To order one, call us on  0345 602 2042 .    We’re open Monday to Friday 9am-5pm (except bank holidays).                  Was this helpful?         Yes      No              No  ",https://www.lloydsbank.com/business/help-and-support/cards/order-a-new-debit-card-pin.html?WT.ac=Lloyds-help_and_support-cards-button_text-order_a_new_business_debit_card_pin
i-want-to-logon-to-cbo.txt,"       How to log in and out of Commercial Banking Online.  You can only log in to Commercial Banking Online if your account has been activated. To log in, you'll need your username and password as well as your security card, card reader and PIN.                          How to log in      Go to  Commercial Banking Online  and enter your username and password. Click  Continue .   Next you'll need your security card and card reader. Follow the on-screen instructions to complete your login.  If you recently changed your email address, you'll be asked to verify it now. If your password or telephony PIN has recently been reset, or your password has expired, you'll be asked to change it before your login is complete.                               How to log out     Click  Log out  in the top right corner of the page. To keep your account safe, you should do this as soon as you've finished in Commercial Banking Online.                        Still need help?                                 Still need help? expandable section                   By phone     Call us on  0808 202 1390 .  Lines are open 8am to 6pm Monday to Friday.  Please have your Telephony PIN with you when you call so we can identity you.                         Was this helpful?         Yes      No              No  ",https://www.lloydsbank.com/business/help-and-support/online-banking/i-want-to-logon-to-cbo.html
order-a-new-cheque-book.txt,"       Order a new cheque book  Order a new cheque book for your business accounts.                          I use Online for Business      Log in to  Online for Business .  Go to  Help & Support  at the top of your Online for Business screen.  Select  Order cheque book .  Complete the on-screen instructions and select  Submit .   Your new cheque book should arrive to your registered business address within 14 working days.                               Chat in the mobile app     In the  business banking app , go to  Support  then  Message us .  Ask the assistant to  ‘Order a new cheque book’ .  We’ll send it out to you by post.     Download the app                      Still need help?                                  expandable section            To get you to the right place, we just need to check a few details with you  Other ways to get in touch                          Frequently asked questions                   How can I cancel a cheque book I no longer need?                                  expandable section            Call us on  0345 072 5555 .   We’re open Monday to Friday 8am to 5pm, Saturday 9am – 2pm, except for bank holidays.   If calling from outside the UK call  +44 1733 347 388 .             My cheque book is lost or stolen, what should I do?                                  expandable section            Call us on  0345 072 5555 .   We’re open Monday to Friday 8am to 5pm, Saturday 9am – 2pm, except for bank holidays.   If calling from outside the UK call  +44 1733 347 388 .                          Was this helpful?         Yes      No              No  ",https://www.lloydsbank.com/business/help-and-support/payments/order-a-new-cheque-book.html?WT.ac=Lloyds-help_and_support-payments-button_text-order_a_new_cheque_book
payments.txt,            Payments                   Regular payments        Cancel a Direct Debit  Cancel a Direct Debit      Request a refund of a Direct Debit  Request a refund of a Direct Debit      Set up a standing order  Set up a standing order      Amend a standing order  Amend a standing order                        UK payments        Make a payment  Make a payment      Confirmation of Payee                        Cheques and credit books        Stop a cheque  Make a payment      Order a new cheque book      Order a new credit book                        International Payments        Make an international payment  Make an international payment                 ,https://www.lloydsbank.com/business/help-and-support/payments.html
amend-a-standing-order.txt,"       Amend a standing order  Find out how to amend a standing order set up by someone in your business.  You can change the amount, the date it’s paid on or how often it’s paid.                          I’m registered for Online for Business      Log onto  Online for Business  Select  More Actions  next to the account the standing order is paid from.  Choose  Direct Debits and standing orders , then  Manage standing orders.  Find the standing order you want to amend.                               I’m registered for Commercial Banking Online     You can view and cancel Standing orders in Commercial Banking Online.  You’ll need a role with the right permissions to do this.  Your administrator can do this for you by following the steps below.   To set up a new Standing order or change an existing one contact us directly.  To get you to the right place select  Still need help  below.  How to view a Standing order    Logon to  Commercial Banking Online .  Go to  Manage payments  and select  Standing orders .  Enter the details for the account the Standing order is paid from and click  Search .   How to cancel a Standing order   Logon to  Commercial Banking Online .   Go to  Manage payments  and select  Standing orders .  Enter the details for the account the Standing order is paid from and click  Search .  Select the Standing order you want to cancel and click Cancel  Standing order .    Double check the details and click  Delete .                        How to assign a Standing order role                                   expandable section             Logon to  Commercial Banking Online  and select  Administration .  Find the user you want to edit. Click the arrow next to the user in the Actions column and select  Edit user .   Select  Assign user roles  from the progress bar. Make sure Payments and cash management and a role name are both selected.   Next select  Standing orders  and  Direct Debits  and choose which permission to add:  View Standing orders  or  Cancel Standing orders .  When you're done, click  Save and continue .    We'll send the user an email to let them know their permissions have been changed.                          Amend a standing order form  To get you to the right form, we just need a bit of information from you.             Is your turnover over £25 million?                                  No                                                           Yes                                                     Based on your answers, here’s how to amend a standing order:                     Complete the form below     You can return the completed form to us by posting it to Lloyds Bank, Box 1, BX1 1LT       Amend a standing order form (PDF, 104KB)   PDF opens in a new window                       Based on your answers, here’s how to amend a standing order:                     Complete the form below     You can return the completed form to us by either:  emailing it to -  CommercialClientServicing@Lloydsbanking.com , or posting it to - Lloyds Bank, Commercial Servicing, Edinburgh, BX2 1LB       Amend a standing order form (PDF, 112KB)   PDF opens in a new window                            Frequently asked questions                   Can I delete a standing order in the app?                                  expandable section            Yes, depending on your level of access, you can cancel standing orders set up on your accounts.  On the account details screen, find the account the standing order is paid from and select ‘ Mor e’ and  ‘ Standing orders ’. Then open the standing order you want to delete and select ‘ Delete ’.                                Still need help?                                  expandable section            To get you to the right place, we just need to check a few details with you.  Other ways to get in touch                          Was this helpful?           Yes      No              No  ",https://www.lloydsbank.com/business/help-and-support/payments/amend-a-standing-order.html?WT.ac=lloyds-bb-help_support-category-regpymts-text-amend_standing_order
